1951,1,Cal Abrams,/players/a/abramca01.shtml,abramca01,27,BRO,NL,34,33,26,71,64,3,4,1,.944,1.97,OF
1951,2,Bobby Adams,/players/a/adamsbo03.shtml,adamsbo03,29,CIN,NL,103,92,83,417,184,215,18,33,.957,3.87,3B-2B-OF
1951,3,Joe Adcock,/players/a/adcocjo01.shtml,adcocjo01,23,CIN,NL,107,103,89,233,221,8,4,2,.983,2.14,OF
1951,4,Bob Addis,/players/a/addisbo01.shtml,addisbo01,25,BSN,NL,46,40,33,110,107,1,2,1,.982,2.35,OF
1951,5,Luis Aloma,/players/a/alomalu01.shtml,alomalu01,28,CHW,AL,25,1,1,10,6,4,0,0,1.000,0.40,P
1951,6,Hank Arft,/players/a/arftha01.shtml,arftha01,29,SLB,AL,97,93,88,916,820,86,10,100,.989,9.34,1B
1951,7,Richie Ashburn,/players/a/ashburi01.shtml,ashburi01,24,PHI,NL,154,154,153,560,538,15,7,6,.988,3.59,OF
1951,8,Joe Astroth,/players/a/astrojo01.shtml,astrojo01,28,PHA,AL,57,50,50,248,228,18,2,2,.992,4.32,C
1951,9,Bobby Avila,/players/a/avilabo01.shtml,avilabo01,27,CLE,AL,136,135,130,780,349,417,14,87,.982,5.63,2B
1951,10,Floyd Baker,/players/b/bakerfl01.shtml,bakerfl01,34,CHW,AL,52,21,18,104,40,58,6,8,.942,1.88,3B-2B-SS
1951,11,George Bamberger,/players/b/bambege01.shtml,bambege01,27,NYG,NL,2,0,0,0,0,0,0,0,,0.00,P
1951,12,Dan Bankhead,/players/b/bankhda01.shtml,bankhda01,31,BRO,NL,7,1,0,4,1,3,0,0,1.000,0.57,P
1951,13,Monty Basgall,/players/b/basgamo01.shtml,basgamo01,29,PIT,NL,55,51,31,293,140,144,9,39,.969,5.16,2B
1951,14,Matt Batts,/players/b/battsma01.shtml,battsma01,29,TOT,AL,75,68,65,341,291,37,13,6,.962,4.37,C
1951,15,Hank Bauer,/players/b/bauerha01.shtml,bauerha01,28,NYY,AL,107,88,73,197,188,7,2,1,.990,1.82,OF
1951,16,Frank Baumholtz,/players/b/baumhfr01.shtml,baumhfr01,32,CHC,NL,140,138,132,321,307,6,8,2,.975,2.24,OF
