1993	1	Kurt Abbott	http://www.baseball-reference.com/players/a/abbotku01.shtml	abbotku01	24	67	OAK	4.5%	29.9%	4.5%	6.0%	27%	6.67	3.1	20.3	6.8	0.74	1.67	57%	16%	15.0%	13%
1993	2	Mike Aldrete*	http://www.baseball-reference.com/players/a/aldremi01.shtml	aldremi01	32	292	OAK	3.4%	15.4%	11.6%	8.2%	35%	1.32	5.7	25.5	7.7	1.00	1.25	68%	21%	10.2%	7%
1993	3	Luis Alicea#	http://www.baseball-reference.com/players/a/alicelu01.shtml	alicelu01	27	421	STL	0.7%	12.8%	11.2%	5.9%	25%	1.15	6.7	120.7	7.9	0.68	0.80	74%	26%	1.9%	14%
1993	4	Andy Allanson	http://www.baseball-reference.com/players/a/allanan01.shtml	allanan01	31	26	SFG	0.0%	7.7%	3.9%	3.9%	25%	2.00	12.0		12.0	1.20	1.71	85%	22%	0.0%	0%
1993	5	Roberto Alomar#	http://www.baseball-reference.com/players/a/alomaro01.shtml	alomaro01	25	683	TOR	2.5%	9.8%	11.7%	8.5%	30%	0.84	8.8	34.6	6.3	0.82	0.97	75%	23%	6.6%	8%
1993	6	Sandy Alomar	http://www.baseball-reference.com/players/a/alomasa02.shtml	alomasa02	27	237	CLE	2.5%	11.8%	4.6%	5.9%	24%	2.55	7.7	35.8	6.7	0.65	0.77	78%	23%	6.5%	20%
1993	7	Moises Alou	http://www.baseball-reference.com/players/a/aloumo01.shtml	aloumo01	26	535	MON	3.4%	9.9%	7.1%	9.9%	38%	1.39	9.1	26.8	5.7	0.76	0.90	78%	19%	8.7%	16%
1993	8	Rich Amaral	http://www.baseball-reference.com/players/a/amarari01.shtml	amarari01	31	421	SEA	0.2%	12.8%	7.8%	6.2%	24%	1.64	6.9	373.0	8.5	0.82	1.05	77%	22%	0.7%	13%
1993	9	Ruben Amaro#	http://www.baseball-reference.com/players/a/amaroru02.shtml	amaroru02	28	58	PHI	1.7%	8.6%	10.3%	8.6%	31%	0.83	9.6	48.0	8.0	0.91	0.82	74%	19%	7.1%	39%
1993	10	Larry Andersen	http://www.baseball-reference.com/players/a/anderla02.shtml	anderla02	40	1	PHI	0.0%	0.0%	0.0%	0.0%	0%					0.00		100%	100%	0.0%	0%
1993	11	Brady Anderson*	http://www.baseball-reference.com/players/a/anderbr01.shtml	anderbr01	29	664	BAL	2.0%	14.9%	12.4%	8.6%	39%	1.21	5.7	43.1	8.5	0.61	0.74	68%	22%	5.5%	17%
1993	12	Mike Anderson	http://www.baseball-reference.com/players/a/andermi02.shtml	andermi02	26	1	CIN	0.0%	0.0%	0.0%	0.0%								100%	0%		
1993	13	Eric Anthony*	http://www.baseball-reference.com/players/a/anthoer01.shtml	anthoer01	25	540	HOU	2.8%	16.3%	9.1%	7.0%	31%	1.80	5.5	32.4	7.4	1.08	1.32	71%	17%	9.6%	18%
1993	14	Luis Aquino	http://www.baseball-reference.com/players/a/aquinlu01.shtml	aquinlu01	29	29	FLA	0.0%	24.1%	0.0%	0.0%	0%		3.6			2.60	3.00	62%	5%	0.0%	60%
1993	15	Alex Arias	http://www.baseball-reference.com/players/a/ariasal01.shtml	ariasal01	25	283	FLA	0.7%	6.4%	9.5%	2.8%	12%	0.67	13.8	124.5	12.5	1.23	1.38	82%	19%	2.4%	19%
