1974	1	Hank Aaron	http://www.baseball-reference.com/players/a/aaronha01.shtml	aaronha01	40	382	ATL	5.2%	7.6%	10.2%	9.4%	40%	0.74	11.7	17.0	4.9		0.80	77%			
1974	2	Cy Acosta	http://www.baseball-reference.com/players/a/acostcy01.shtml	acostcy01	27	2	CHW	0.0%	100.0%	0.0%	0.0%			1.0					0%			
1974	3	Jack Aker	http://www.baseball-reference.com/players/a/akerja01.shtml	akerja01	33	3	TOT	0.0%	0.0%	0.0%	33.3%	100%						1.00	100%			
1974	4	Jack Aker	http://www.baseball-reference.com/players/a/akerja01.shtml	akerja01	33	1	ATL	0.0%	0.0%	0.0%	0.0%							0.00	100%			
1974	5	Jack Aker	http://www.baseball-reference.com/players/a/akerja01.shtml	akerja01	33	2	NYM	0.0%	0.0%	0.0%	50.0%	100%							100%			
1974	6	Matt Alexander#	http://www.baseball-reference.com/players/a/alexama01.shtml	alexama01	27	74	CHC	0.0%	16.2%	16.2%	4.1%	27%	1.00	4.5				3.22	57%			
1974	7	Dick Allen	http://www.baseball-reference.com/players/a/allendi01.shtml	allendi01	32	525	CHW	6.1%	17.0%	10.9%	10.7%	40%	1.56	5.2	14.4	5.3		1.06	66%			
1974	8	Bill Almon	http://www.baseball-reference.com/players/a/almonbi01.shtml	almonbi01	21	40	SDP	0.0%	22.5%	5.0%	2.5%	8%	4.50	4.2		12.7		1.13	73%			
1974	9	Sandy Alomar#	http://www.baseball-reference.com/players/a/alomasa01.shtml	alomasa01	30	356	TOT	0.3%	9.3%	4.5%	2.8%	12%	2.06	10.1	333.0	11.9		1.06	85%			
1974	10	Sandy Alomar#	http://www.baseball-reference.com/players/a/alomasa01.shtml	alomasa01	30	57	CAL	0.0%	14.0%	3.5%	1.8%	8%	4.00	6.8		54.0		1.92	81%			
1974	11	Sandy Alomar#	http://www.baseball-reference.com/players/a/alomasa01.shtml	alomasa01	30	299	NYY	0.3%	8.4%	4.7%	3.0%	12%	1.79	11.2	279.0	10.3		0.96	85%			
